year,age,variable,value
2011.0,33,two,0.26262626262626265
2012.0,33,two,0.27
2012.0,33,two,0.27
2013.0,33,two,0.27
2014.0,33,two,0.2727272727272727
2015.0,33,two,0.27
2016.0,33,two,0.27722772277227725
2017.0,33,two,0.28
2017.0,33,two,0.28
2018.0,33,two,0.2828282828282828
2019.0,33,two,0.29292929292929293
2020.0,33,two,0.29
2020.0,33,two,0.29
1954.0,34,two,0.28
1955.0,34,two,0.29
1956.0,34,two,0.29
1957.0,34,two,0.2871287128712871
1958.0,34,two,0.29
1958.0,34,two,0.29
1959.0,34,two,0.29
1960.0,34,two,0.297029702970297
1961.0,34,two,0.29292929292929293
1962.0,34,two,0.3
1963.0,34,two,0.3
1963.0,34,two,0.3
1964.0,34,two,0.3069306930693069
1965.0,34,two,0.31
1966.0,34,two,0.31
1967.0,34,two,0.32
1968.0,34,two,0.32
1968.0,34,two,0.32
1969.0,34,two,0.32673267326732675
1970.0,34,two,0.33
1971.0,34,two,0.33
1972.0,34,two,0.33663366336633666
1973.0,34,two,0.35
1973.0,34,two,0.35
1974.0,34,two,0.36363636363636365
1975.0,34,two,0.37
1976.0,34,two,0.3838383838383838
1977.0,34,two,0.4
1978.0,34,two,0.42
1978.0,34,two,0.42
1979.0,34,two,0.43
1980.0,34,two,0.44
1981.0,34,two,0.43
1982.0,34,two,0.43564356435643564
1983.0,34,two,0.43
1983.0,34,two,0.43
1984.0,34,two,0.43
1985.0,34,two,0.4158415841584158
1986.0,34,two,0.42
1987.0,34,two,0.40594059405940597
1988.0,34,two,0.4
1988.0,34,two,0.4
1989.0,34,two,0.3939393939393939
1990.0,34,two,0.38
1991.0,34,two,0.37373737373737376
1992.0,34,two,0.36
1993.0,34,two,0.36
1993.0,34,two,0.36
1994.0,34,two,0.3564356435643564
1995.0,34,two,0.35
1996.0,34,two,0.3434343434343434
1997.0,34,two,0.35
1998.0,34,two,0.34
1998.0,34,two,0.34
1999.0,34,two,0.3333333333333333
2000.0,34,two,0.33
2001.0,34,two,0.32
2002.0,34,two,0.31
2003.0,34,two,0.31
2003.0,34,two,0.31
2004.0,34,two,0.31
2005.0,34,two,0.3
2006.0,34,two,0.29292929292929293
2007.0,34,two,0.29
2008.0,34,two,0.29292929292929293
2008.0,34,two,0.29292929292929293
2009.0,34,two,0.29292929292929293
2010.0,34,two,0.29
2011.0,34,two,0.29
2012.0,34,two,0.29
2013.0,34,two,0.29
2013.0,34,two,0.29
2014.0,34,two,0.29
2015.0,34,two,0.29292929292929293
2016.0,34,two,0.3
2017.0,34,two,0.3
2018.0,34,two,0.30303030303030304
2018.0,34,two,0.30303030303030304
2019.0,34,two,0.3069306930693069
2020.0,34,two,0.31313131313131315
2020.0,34,two,0.31313131313131315
1955.0,35,two,0.28
1956.0,35,two,0.29
1957.0,35,two,0.29292929292929293
1958.0,35,two,0.2871287128712871
1959.0,35,two,0.29
1959.0,35,two,0.29
1960.0,35,two,0.29
1961.0,35,two,0.3
1962.0,35,two,0.2871287128712871
1963.0,35,two,0.3
1964.0,35,two,0.3
1964.0,35,two,0.3
1965.0,35,two,0.31
1966.0,35,two,0.31
1967.0,35,two,0.3069306930693069
1968.0,35,two,0.32
1969.0,35,two,0.32
1969.0,35,two,0.32
1970.0,35,two,0.32673267326732675
1971.0,35,two,0.32
1972.0,35,two,0.33
1973.0,35,two,0.34
1974.0,35,two,0.35353535353535354
1974.0,35,two,0.35353535353535354
1975.0,35,two,0.3564356435643564
1976.0,35,two,0.37
1977.0,35,two,0.38613861386138615
1978.0,35,two,0.4
1979.0,35,two,0.42
1979.0,35,two,0.42
1980.0,35,two,0.43
1981.0,35,two,0.44
1982.0,35,two,0.42574257425742573
1983.0,35,two,0.44
1984.0,35,two,0.44
1984.0,35,two,0.44
1985.0,35,two,0.43434343434343436
1986.0,35,two,0.42
1987.0,35,two,0.42424242424242425
1988.0,35,two,0.42
1989.0,35,two,0.40404040404040403
1989.0,35,two,0.40404040404040403
1990.0,35,two,0.4
1991.0,35,two,0.39
1992.0,35,two,0.3838383838383838
1993.0,35,two,0.37
1994.0,35,two,0.37
1994.0,35,two,0.37
1995.0,35,two,0.36633663366336633
1996.0,35,two,0.3564356435643564
1997.0,35,two,0.35
1998.0,35,two,0.36
1999.0,35,two,0.35353535353535354
1999.0,35,two,0.35353535353535354
2000.0,35,two,0.35353535353535354
2001.0,35,two,0.3434343434343434
2002.0,35,two,0.34
2003.0,35,two,0.33
2004.0,35,two,0.32323232323232326
2004.0,35,two,0.32323232323232326
2005.0,35,two,0.32
2006.0,35,two,0.32
2007.0,35,two,0.31
2008.0,35,two,0.31
2009.0,35,two,0.31313131313131315
2009.0,35,two,0.31313131313131315
2010.0,35,two,0.31
2011.0,35,two,0.31
2012.0,35,two,0.31
2013.0,35,two,0.31
2014.0,35,two,0.31
2014.0,35,two,0.31
2015.0,35,two,0.31
2016.0,35,two,0.31313131313131315
2017.0,35,two,0.32
2018.0,35,two,0.32
2019.0,35,two,0.32673267326732675
2019.0,35,two,0.32673267326732675
2020.0,35,two,0.33
2020.0,35,two,0.33
1956.0,36,two,0.28
1957.0,36,two,0.29292929292929293
1958.0,36,two,0.29
1959.0,36,two,0.29
1960.0,36,two,0.29
1960.0,36,two,0.29
1961.0,36,two,0.29292929292929293
1962.0,36,two,0.3
1963.0,36,two,0.29
1964.0,36,two,0.3
1965.0,36,two,0.3
1965.0,36,two,0.3
1966.0,36,two,0.31
1967.0,36,two,0.30303030303030304
1968.0,36,two,0.297029702970297
1969.0,36,two,0.32323232323232326
1970.0,36,two,0.32
1970.0,36,two,0.32
1971.0,36,two,0.32
1972.0,36,two,0.32
1973.0,36,two,0.33
1974.0,36,two,0.33663366336633666
1975.0,36,two,0.3465346534653465
1975.0,36,two,0.3465346534653465
1976.0,36,two,0.36363636363636365
1977.0,36,two,0.37
1978.0,36,two,0.39
1979.0,36,two,0.4
1980.0,36,two,0.42
1980.0,36,two,0.42
1981.0,36,two,0.43564356435643564
1982.0,36,two,0.44
1983.0,36,two,0.43
1984.0,36,two,0.4444444444444444
1985.0,36,two,0.44
1985.0,36,two,0.44
1986.0,36,two,0.43
1987.0,36,two,0.42
1988.0,36,two,0.42574257425742573
1989.0,36,two,0.4158415841584158
1990.0,36,two,0.40594059405940597
1990.0,36,two,0.40594059405940597
1991.0,36,two,0.4
1992.0,36,two,0.39
1993.0,36,two,0.38613861386138615
1994.0,36,two,0.38
1995.0,36,two,0.36633663366336633
1995.0,36,two,0.36633663366336633
1996.0,36,two,0.37
1997.0,36,two,0.36363636363636365
1998.0,36,two,0.36
1999.0,36,two,0.36633663366336633
2000.0,36,two,0.3564356435643564
2000.0,36,two,0.3564356435643564
2001.0,36,two,0.35
2002.0,36,two,0.3465346534653465
2003.0,36,two,0.3465346534653465
2004.0,36,two,0.34
2005.0,36,two,0.33663366336633666
2005.0,36,two,0.33663366336633666
2006.0,36,two,0.34
2007.0,36,two,0.34
2008.0,36,two,0.3333333333333333
2009.0,36,two,0.3333333333333333
2010.0,36,two,0.32673267326732675
2010.0,36,two,0.32673267326732675
2011.0,36,two,0.33
2012.0,36,two,0.33
2013.0,36,two,0.33
2014.0,36,two,0.33
2015.0,36,two,0.32673267326732675
2015.0,36,two,0.32673267326732675
2016.0,36,two,0.32673267326732675
2017.0,36,two,0.3333333333333333
2018.0,36,two,0.3434343434343434
2019.0,36,two,0.3434343434343434
2020.0,36,two,0.35
2020.0,36,two,0.35
1957.0,37,two,0.27722772277227725
1958.0,37,two,0.2871287128712871
1959.0,37,two,0.29
1960.0,37,two,0.29
1961.0,37,two,0.29
1961.0,37,two,0.29
1962.0,37,two,0.29
1963.0,37,two,0.29292929292929293
1964.0,37,two,0.29
1965.0,37,two,0.29292929292929293
1966.0,37,two,0.3
1966.0,37,two,0.3
1967.0,37,two,0.30303030303030304
1968.0,37,two,0.3
1969.0,37,two,0.3
1970.0,37,two,0.32
1971.0,37,two,0.32
1971.0,37,two,0.32
1972.0,37,two,0.32
1973.0,37,two,0.32
1974.0,37,two,0.3333333333333333
1975.0,37,two,0.34
1976.0,37,two,0.35
1976.0,37,two,0.35
1977.0,37,two,0.36
1978.0,37,two,0.37
1979.0,37,two,0.39
1980.0,37,two,0.4
1981.0,37,two,0.4158415841584158
1981.0,37,two,0.4158415841584158
1982.0,37,two,0.43434343434343436
1983.0,37,two,0.44
1984.0,37,two,0.43
1985.0,37,two,0.45
1986.0,37,two,0.44
1986.0,37,two,0.44
1987.0,37,two,0.43434343434343436
1988.0,37,two,0.43
1989.0,37,two,0.43434343434343436
1990.0,37,two,0.42424242424242425
1991.0,37,two,0.41414141414141414
1991.0,37,two,0.41414141414141414
1992.0,37,two,0.40404040404040403
1993.0,37,two,0.4
1994.0,37,two,0.39
1995.0,37,two,0.38
1996.0,37,two,0.38
1996.0,37,two,0.38
1997.0,37,two,0.37373737373737376
1998.0,37,two,0.37
1999.0,37,two,0.36
2000.0,37,two,0.37
2001.0,37,two,0.37373737373737376
2001.0,37,two,0.37373737373737376
2002.0,37,two,0.36363636363636365
2003.0,37,two,0.36363636363636365
2004.0,37,two,0.35353535353535354
2005.0,37,two,0.35
2006.0,37,two,0.35353535353535354
2006.0,37,two,0.35353535353535354
2007.0,37,two,0.35
2008.0,37,two,0.3465346534653465
2009.0,37,two,0.34
2010.0,37,two,0.34
2011.0,37,two,0.3434343434343434
2011.0,37,two,0.3434343434343434
2012.0,37,two,0.34
2013.0,37,two,0.34
2014.0,37,two,0.3434343434343434
2015.0,37,two,0.34
2016.0,37,two,0.34
2016.0,37,two,0.34
2017.0,37,two,0.35
2018.0,37,two,0.35
2019.0,37,two,0.36
2020.0,37,two,0.36363636363636365
2020.0,37,two,0.36363636363636365
1958.0,38,two,0.28
1959.0,38,two,0.29
1960.0,38,two,0.29
1961.0,38,two,0.29
1962.0,38,two,0.2871287128712871
1962.0,38,two,0.2871287128712871
1963.0,38,two,0.29
1964.0,38,two,0.29
1965.0,38,two,0.2871287128712871
1966.0,38,two,0.29292929292929293
1967.0,38,two,0.297029702970297
1967.0,38,two,0.297029702970297
1968.0,38,two,0.3
1969.0,38,two,0.3
1970.0,38,two,0.3
1971.0,38,two,0.3069306930693069
1972.0,38,two,0.31683168316831684
1972.0,38,two,0.31683168316831684
1973.0,38,two,0.32
1974.0,38,two,0.32
1975.0,38,two,0.33
1976.0,38,two,0.34
1977.0,38,two,0.35
1977.0,38,two,0.35
1978.0,38,two,0.36
1979.0,38,two,0.37373737373737376
1980.0,38,two,0.38613861386138615
1981.0,38,two,0.4
1982.0,38,two,0.42
1982.0,38,two,0.42
1983.0,38,two,0.43434343434343436
1984.0,38,two,0.44
1985.0,38,two,0.43434343434343436
1986.0,38,two,0.44554455445544555
1987.0,38,two,0.43564356435643564
1987.0,38,two,0.43564356435643564
1988.0,38,two,0.43564356435643564
1989.0,38,two,0.42574257425742573
1990.0,38,two,0.43
1991.0,38,two,0.42424242424242425
1992.0,38,two,0.40594059405940597
1992.0,38,two,0.40594059405940597
1993.0,38,two,0.4019607843137255
1994.0,38,two,0.39603960396039606
1995.0,38,two,0.39
1996.0,38,two,0.3838383838383838
1997.0,38,two,0.37623762376237624
1997.0,38,two,0.37623762376237624
1998.0,38,two,0.38
1999.0,38,two,0.37
2000.0,38,two,0.37
2001.0,38,two,0.37
2002.0,38,two,0.37
2002.0,38,two,0.37
2003.0,38,two,0.37
2004.0,38,two,0.36
2005.0,38,two,0.3564356435643564
2006.0,38,two,0.3564356435643564
2007.0,38,two,0.35
2007.0,38,two,0.35
2008.0,38,two,0.35353535353535354
2009.0,38,two,0.35353535353535354
2010.0,38,two,0.35353535353535354
2011.0,38,two,0.3465346534653465
2012.0,38,two,0.3465346534653465
2012.0,38,two,0.3465346534653465
2013.0,38,two,0.35
2014.0,38,two,0.35
2015.0,38,two,0.35
2016.0,38,two,0.35353535353535354
2017.0,38,two,0.3564356435643564
2017.0,38,two,0.3564356435643564
2018.0,38,two,0.3564356435643564
2019.0,38,two,0.36
2020.0,38,two,0.36633663366336633
2020.0,38,two,0.36633663366336633
1959.0,39,two,0.27
1960.0,39,two,0.29
1961.0,39,two,0.2871287128712871
1962.0,39,two,0.29
1963.0,39,two,0.29
1963.0,39,two,0.29
1964.0,39,two,0.2871287128712871
1965.0,39,two,0.29
1966.0,39,two,0.29
1967.0,39,two,0.29
1968.0,39,two,0.29
1968.0,39,two,0.29
1969.0,39,two,0.297029702970297
1970.0,39,two,0.3
1971.0,39,two,0.3
1972.0,39,two,0.31313131313131315
1973.0,39,two,0.32
1973.0,39,two,0.32
1974.0,39,two,0.32323232323232326
1975.0,39,two,0.32
1976.0,39,two,0.32673267326732675
1977.0,39,two,0.34
1978.0,39,two,0.35
1978.0,39,two,0.35
1979.0,39,two,0.36
1980.0,39,two,0.37373737373737376
1981.0,39,two,0.38
1982.0,39,two,0.40404040404040403
1983.0,39,two,0.42
1983.0,39,two,0.42
1984.0,39,two,0.43
1985.0,39,two,0.44
1986.0,39,two,0.43434343434343436
1987.0,39,two,0.44554455445544555
1988.0,39,two,0.4444444444444444
1988.0,39,two,0.4444444444444444
1989.0,39,two,0.44
1990.0,39,two,0.43
1991.0,39,two,0.43
1992.0,39,two,0.42574257425742573
1993.0,39,two,0.41
1993.0,39,two,0.41
1994.0,39,two,0.41
1995.0,39,two,0.4
1996.0,39,two,0.39603960396039606
1997.0,39,two,0.38613861386138615
1998.0,39,two,0.3838383838383838
1998.0,39,two,0.3838383838383838
1999.0,39,two,0.38
2000.0,39,two,0.37
2001.0,39,two,0.37
2002.0,39,two,0.37623762376237624
2003.0,39,two,0.38
2003.0,39,two,0.38
2004.0,39,two,0.37
2005.0,39,two,0.37373737373737376
2006.0,39,two,0.36363636363636365
2007.0,39,two,0.36
2008.0,39,two,0.3564356435643564
2008.0,39,two,0.3564356435643564
2009.0,39,two,0.36
2010.0,39,two,0.36
2011.0,39,two,0.35353535353535354
2012.0,39,two,0.35353535353535354
2013.0,39,two,0.36
2013.0,39,two,0.36
2014.0,39,two,0.36
2015.0,39,two,0.36
2016.0,39,two,0.36
2017.0,39,two,0.36
2018.0,39,two,0.36363636363636365
2018.0,39,two,0.36363636363636365
2019.0,39,two,0.37373737373737376
2020.0,39,two,0.37373737373737376
2020.0,39,two,0.37373737373737376
1960.0,40,two,0.27
1961.0,40,two,0.2871287128712871
1962.0,40,two,0.2871287128712871
1963.0,40,two,0.29
1964.0,40,two,0.29
1964.0,40,two,0.29
1965.0,40,two,0.2828282828282828
1966.0,40,two,0.29
1967.0,40,two,0.29
1968.0,40,two,0.29292929292929293
1969.0,40,two,0.29
1969.0,40,two,0.29
1970.0,40,two,0.297029702970297
1971.0,40,two,0.3
1972.0,40,two,0.3
1973.0,40,two,0.31
1974.0,40,two,0.31683168316831684
1974.0,40,two,0.31683168316831684
1975.0,40,two,0.32323232323232326
1976.0,40,two,0.32
1977.0,40,two,0.33
1978.0,40,two,0.34
1979.0,40,two,0.35
1979.0,40,two,0.35
1980.0,40,two,0.36
1981.0,40,two,0.37
1982.0,40,two,0.38613861386138615
1983.0,40,two,0.40404040404040403
1984.0,40,two,0.42
1984.0,40,two,0.42
1985.0,40,two,0.43
1986.0,40,two,0.44
1987.0,40,two,0.43
1988.0,40,two,0.45
1989.0,40,two,0.4444444444444444
1989.0,40,two,0.4444444444444444
1990.0,40,two,0.44
1991.0,40,two,0.43
1992.0,40,two,0.43
1993.0,40,two,0.43
1994.0,40,two,0.42
1994.0,40,two,0.42
1995.0,40,two,0.41
1996.0,40,two,0.4
1997.0,40,two,0.4
1998.0,40,two,0.39
1999.0,40,two,0.3838383838383838
1999.0,40,two,0.3838383838383838
2000.0,40,two,0.38
2001.0,40,two,0.37373737373737376
2002.0,40,two,0.37
2003.0,40,two,0.3838383838383838
2004.0,40,two,0.37623762376237624
2004.0,40,two,0.37623762376237624
2005.0,40,two,0.37373737373737376
2006.0,40,two,0.37
2007.0,40,two,0.37373737373737376
2008.0,40,two,0.36
2009.0,40,two,0.3564356435643564
2009.0,40,two,0.3564356435643564
2010.0,40,two,0.36363636363636365
2011.0,40,two,0.36363636363636365
2012.0,40,two,0.36
2013.0,40,two,0.3564356435643564
2014.0,40,two,0.36
2014.0,40,two,0.36
2015.0,40,two,0.36
2016.0,40,two,0.37
2017.0,40,two,0.37
2018.0,40,two,0.37
2019.0,40,two,0.36633663366336633
2019.0,40,two,0.36633663366336633
2020.0,40,two,0.37
2020.0,40,two,0.37
1961.0,41,two,0.2727272727272727
1962.0,41,two,0.29292929292929293
1963.0,41,two,0.2828282828282828
1964.0,41,two,0.29
1965.0,41,two,0.2871287128712871
1965.0,41,two,0.2871287128712871
1966.0,41,two,0.28
1967.0,41,two,0.2871287128712871
1968.0,41,two,0.29
1969.0,41,two,0.2871287128712871
1970.0,41,two,0.29
1970.0,41,two,0.29
1971.0,41,two,0.3
1972.0,41,two,0.3
1973.0,41,two,0.30303030303030304
1974.0,41,two,0.31
1975.0,41,two,0.31683168316831684
1975.0,41,two,0.31683168316831684
1976.0,41,two,0.32
1977.0,41,two,0.32
1978.0,41,two,0.33
1979.0,41,two,0.33663366336633666
1980.0,41,two,0.35
1980.0,41,two,0.35
1981.0,41,two,0.36
1982.0,41,two,0.37
1983.0,41,two,0.3838383838383838
1984.0,41,two,0.40404040404040403
1985.0,41,two,0.42
1985.0,41,two,0.42
1986.0,41,two,0.43
1987.0,41,two,0.44
1988.0,41,two,0.43
1989.0,41,two,0.45
1990.0,41,two,0.4444444444444444
1990.0,41,two,0.4444444444444444
1991.0,41,two,0.44
1992.0,41,two,0.43
1993.0,41,two,0.44
1994.0,41,two,0.43
1995.0,41,two,0.42
1995.0,41,two,0.42
1996.0,41,two,0.41414141414141414
1997.0,41,two,0.4
1998.0,41,two,0.4
1999.0,41,two,0.38613861386138615
2000.0,41,two,0.3939393939393939
2000.0,41,two,0.3939393939393939
2001.0,41,two,0.38
2002.0,41,two,0.38
2003.0,41,two,0.36633663366336633
2004.0,41,two,0.38
2005.0,41,two,0.3838383838383838
2005.0,41,two,0.3838383838383838
2006.0,41,two,0.38
2007.0,41,two,0.37
2008.0,41,two,0.37
2009.0,41,two,0.37
2010.0,41,two,0.36363636363636365
2010.0,41,two,0.36363636363636365
2011.0,41,two,0.37
2012.0,41,two,0.3627450980392157
2013.0,41,two,0.36
2014.0,41,two,0.36
2015.0,41,two,0.37
2015.0,41,two,0.37
2016.0,41,two,0.37
2017.0,41,two,0.37
2018.0,41,two,0.37373737373737376
2019.0,41,two,0.37623762376237624
2020.0,41,two,0.37623762376237624
2020.0,41,two,0.37623762376237624
1962.0,42,two,0.27
1963.0,42,two,0.29
1964.0,42,two,0.2828282828282828
1965.0,42,two,0.28
1966.0,42,two,0.2871287128712871
1966.0,42,two,0.2871287128712871
1967.0,42,two,0.28
1968.0,42,two,0.29
1969.0,42,two,0.29
1970.0,42,two,0.29
1971.0,42,two,0.29
1971.0,42,two,0.29
1972.0,42,two,0.30303030303030304
1973.0,42,two,0.3
1974.0,42,two,0.30303030303030304
1975.0,42,two,0.31
1976.0,42,two,0.32
1976.0,42,two,0.32
1977.0,42,two,0.32
1978.0,42,two,0.32
1979.0,42,two,0.33
1980.0,42,two,0.33663366336633666
1981.0,42,two,0.35
1981.0,42,two,0.35
1982.0,42,two,0.36
1983.0,42,two,0.37
1984.0,42,two,0.3838383838383838
1985.0,42,two,0.40404040404040403
1986.0,42,two,0.42
1986.0,42,two,0.42
1987.0,42,two,0.43
1988.0,42,two,0.44
1989.0,42,two,0.42574257425742573
1990.0,42,two,0.45
1991.0,42,two,0.44
1991.0,42,two,0.44
1992.0,42,two,0.44
1993.0,42,two,0.43
1994.0,42,two,0.44
1995.0,42,two,0.43434343434343436
1996.0,42,two,0.42424242424242425
1996.0,42,two,0.42424242424242425
1997.0,42,two,0.41414141414141414
1998.0,42,two,0.4
1999.0,42,two,0.4
2000.0,42,two,0.39
2001.0,42,two,0.39
2001.0,42,two,0.39
2002.0,42,two,0.38
2003.0,42,two,0.38
2004.0,42,two,0.37
2005.0,42,two,0.38
2006.0,42,two,0.3838383838383838
2006.0,42,two,0.3838383838383838
2007.0,42,two,0.38
2008.0,42,two,0.38
2009.0,42,two,0.37
2010.0,42,two,0.36633663366336633
2011.0,42,two,0.37
2011.0,42,two,0.37
2012.0,42,two,0.37
2013.0,42,two,0.37
2014.0,42,two,0.36363636363636365
2015.0,42,two,0.36363636363636365
2016.0,42,two,0.37
2016.0,42,two,0.37
2017.0,42,two,0.37373737373737376
2018.0,42,two,0.37
2019.0,42,two,0.38
2020.0,42,two,0.38
2020.0,42,two,0.38
1963.0,43,two,0.27
1964.0,43,two,0.2828282828282828
1965.0,43,two,0.2828282828282828
1966.0,43,two,0.27722772277227725
1967.0,43,two,0.28
1967.0,43,two,0.28
1968.0,43,two,0.28
1969.0,43,two,0.29
1970.0,43,two,0.28
1971.0,43,two,0.29
1972.0,43,two,0.29
1972.0,43,two,0.29
1973.0,43,two,0.3
1974.0,43,two,0.297029702970297
1975.0,43,two,0.3
1976.0,43,two,0.31
1977.0,43,two,0.32
1977.0,43,two,0.32
1978.0,43,two,0.32
1979.0,43,two,0.32
1980.0,43,two,0.33
1981.0,43,two,0.34
1982.0,43,two,0.35
1982.0,43,two,0.35
1983.0,43,two,0.36
1984.0,43,two,0.37
1985.0,43,two,0.3838383838383838
1986.0,43,two,0.40404040404040403
1987.0,43,two,0.42
1987.0,43,two,0.42
1988.0,43,two,0.43
1989.0,43,two,0.44
1990.0,43,two,0.42574257425742573
1991.0,43,two,0.45454545454545453
1992.0,43,two,0.44
1992.0,43,two,0.44
1993.0,43,two,0.43564356435643564
1994.0,43,two,0.43
1995.0,43,two,0.44
1996.0,43,two,0.43434343434343436
1997.0,43,two,0.42424242424242425
1997.0,43,two,0.42424242424242425
1998.0,43,two,0.41414141414141414
1999.0,43,two,0.41
2000.0,43,two,0.4
2001.0,43,two,0.39
2002.0,43,two,0.38613861386138615
2002.0,43,two,0.38613861386138615
2003.0,43,two,0.38
2004.0,43,two,0.38
2005.0,43,two,0.37
2006.0,43,two,0.3838383838383838
2007.0,43,two,0.38
2007.0,43,two,0.38
2008.0,43,two,0.3838383838383838
2009.0,43,two,0.38
2010.0,43,two,0.37
2011.0,43,two,0.37
2012.0,43,two,0.37
2012.0,43,two,0.37
2013.0,43,two,0.37
2014.0,43,two,0.37
2015.0,43,two,0.36633663366336633
2016.0,43,two,0.37
2017.0,43,two,0.37
2017.0,43,two,0.37
2018.0,43,two,0.37
2019.0,43,two,0.38
2020.0,43,two,0.38
2020.0,43,two,0.38
1964.0,44,two,0.27
1965.0,44,two,0.2828282828282828
1966.0,44,two,0.2828282828282828
1967.0,44,two,0.27722772277227725
1968.0,44,two,0.28
1968.0,44,two,0.28
1969.0,44,two,0.28
1970.0,44,two,0.29
1971.0,44,two,0.28
1972.0,44,two,0.29
1973.0,44,two,0.29
1973.0,44,two,0.29
1974.0,44,two,0.3
1975.0,44,two,0.297029702970297
1976.0,44,two,0.3
1977.0,44,two,0.31
1978.0,44,two,0.32
1978.0,44,two,0.32
1979.0,44,two,0.32
1980.0,44,two,0.32
1981.0,44,two,0.33
1982.0,44,two,0.34
1983.0,44,two,0.35
1983.0,44,two,0.35
1984.0,44,two,0.36
1985.0,44,two,0.37
1986.0,44,two,0.38
1987.0,44,two,0.40404040404040403
1988.0,44,two,0.42
1988.0,44,two,0.42
1989.0,44,two,0.43
1990.0,44,two,0.44
1991.0,44,two,0.42574257425742573
1992.0,44,two,0.45454545454545453
1993.0,44,two,0.44
1993.0,44,two,0.44
1994.0,44,two,0.43564356435643564
1995.0,44,two,0.43
1996.0,44,two,0.44
1997.0,44,two,0.43434343434343436
1998.0,44,two,0.42424242424242425
1998.0,44,two,0.42424242424242425
1999.0,44,two,0.41414141414141414
2000.0,44,two,0.41
2001.0,44,two,0.4
2002.0,44,two,0.39
2003.0,44,two,0.38613861386138615
2003.0,44,two,0.38613861386138615
2004.0,44,two,0.38
2005.0,44,two,0.38
2006.0,44,two,0.37
2007.0,44,two,0.38
2008.0,44,two,0.3838383838383838
2008.0,44,two,0.3838383838383838
2009.0,44,two,0.38
2010.0,44,two,0.38
2011.0,44,two,0.37
2012.0,44,two,0.37
2013.0,44,two,0.37
2013.0,44,two,0.37
2014.0,44,two,0.37
2015.0,44,two,0.37
2016.0,44,two,0.36633663366336633
2017.0,44,two,0.37
2018.0,44,two,0.37
2018.0,44,two,0.37
2019.0,44,two,0.37373737373737376
2020.0,44,two,0.37623762376237624
2020.0,44,two,0.37623762376237624
1965.0,45,two,0.27
1966.0,45,two,0.2828282828282828
1967.0,45,two,0.2828282828282828
1968.0,45,two,0.27722772277227725
1969.0,45,two,0.28
1969.0,45,two,0.28
1970.0,45,two,0.28
1971.0,45,two,0.29
1972.0,45,two,0.28
1973.0,45,two,0.29
1974.0,45,two,0.29
1974.0,45,two,0.29
1975.0,45,two,0.3
1976.0,45,two,0.297029702970297
1977.0,45,two,0.3
1978.0,45,two,0.31
1979.0,45,two,0.32
1979.0,45,two,0.32
1980.0,45,two,0.32
1981.0,45,two,0.32
1982.0,45,two,0.33
1983.0,45,two,0.34
1984.0,45,two,0.35
1984.0,45,two,0.35
1985.0,45,two,0.36
1986.0,45,two,0.37
1987.0,45,two,0.38
1988.0,45,two,0.4
1989.0,45,two,0.42
1989.0,45,two,0.42
1990.0,45,two,0.43
1991.0,45,two,0.44
1992.0,45,two,0.43
1993.0,45,two,0.4444444444444444
1994.0,45,two,0.43564356435643564
1994.0,45,two,0.43564356435643564
1995.0,45,two,0.43564356435643564
1996.0,45,two,0.43434343434343436
1997.0,45,two,0.4444444444444444
1998.0,45,two,0.43434343434343436
1999.0,45,two,0.42424242424242425
1999.0,45,two,0.42424242424242425
2000.0,45,two,0.41
2001.0,45,two,0.41
2002.0,45,two,0.4
2003.0,45,two,0.39
2004.0,45,two,0.38613861386138615
2004.0,45,two,0.38613861386138615
2005.0,45,two,0.38
2006.0,45,two,0.38
2007.0,45,two,0.37
2008.0,45,two,0.38
2009.0,45,two,0.3838383838383838
2009.0,45,two,0.3838383838383838
2010.0,45,two,0.38
2011.0,45,two,0.38
2012.0,45,two,0.37
2013.0,45,two,0.37
2014.0,45,two,0.37
2014.0,45,two,0.37
2015.0,45,two,0.37373737373737376
2016.0,45,two,0.37
2017.0,45,two,0.36633663366336633
2018.0,45,two,0.37
2019.0,45,two,0.37
2019.0,45,two,0.37
2020.0,45,two,0.37373737373737376
2020.0,45,two,0.37373737373737376
1940.0,20,three,0.0
1941.0,20,three,0.0
1942.0,20,three,0.0
1943.0,20,three,0.0
1944.0,20,three,0.0
1944.0,20,three,0.0
1945.0,20,three,0.0
1946.0,20,three,0.0
1947.0,20,three,0.0
1948.0,20,three,0.0
1949.0,20,three,0.0
1949.0,20,three,0.0
1950.0,20,three,0.0
1951.0,20,three,0.0
1952.0,20,three,0.0
1953.0,20,three,0.0
1954.0,20,three,0.0
1954.0,20,three,0.0
1955.0,20,three,0.0
1956.0,20,three,0.0
1957.0,20,three,0.0
1958.0,20,three,0.0
1959.0,20,three,0.0
1959.0,20,three,0.0
1960.0,20,three,0.0
1961.0,20,three,0.0
1962.0,20,three,0.0
1963.0,20,three,0.0
1964.0,20,three,0.0
1964.0,20,three,0.0
1965.0,20,three,0.0
1966.0,20,three,0.0
1967.0,20,three,0.0
1968.0,20,three,0.0
1969.0,20,three,0.0
1969.0,20,three,0.0
1970.0,20,three,0.0
1971.0,20,three,0.0
1972.0,20,three,0.0
1973.0,20,three,0.0
1974.0,20,three,0.0
1974.0,20,three,0.0
1975.0,20,three,0.0
1976.0,20,three,0.0
1977.0,20,three,0.0
1978.0,20,three,0.0
1979.0,20,three,0.0
